"Parent SKU","Product ID","Product SKU","Product Name","Slug","Permalink","Product URL","Description","Excerpt","Product Published","Product Modified","Type","Visibility","Featured","Virtual","Downloadable","Price","Sale Price","Sale Price Dates From","Sale Price Dates To","Weight","Weight Unit","Height","Height Unit","Width","Width Unit","Length","Length Unit","Category","Tag","Featured Image","Product Gallery","Tax Status","Tax Class","Shipping Class","Download File Name","Download File URL Path","Download Limit","Download Expiry","Download Type","Manage Stock","Quantity","Stock Status","Allow Backorders","Sold Individually","Up-Sells","Cross-Sells","External URL","Button Text","Purchase Note","Product Status","Enable Reviews","Sort Order","Advanced Google Product Feed - Availability","Advanced Google Product Feed - Condition","Advanced Google Product Feed - Brand","Advanced Google Product Feed - Product Type","Advanced Google Product Feed - Google Product Category","Advanced Google Product Feed - Global Trade Item Number (GTIN)","Advanced Google Product Feed - Manufacturer Part Number (MPN)","Advanced Google Product Feed - Gender","Advanced Google Product Feed - Age Group","Advanced Google Product Feed - Colour","Advanced Google Product Feed - Size","WordPress SEO - Focus Keyword","WordPress SEO - Meta Description","WordPress SEO - SEO Title","WordPress SEO - Google+ Description","WordPress SEO - Facebook Description"
"760079302114","484","","Variation #484 of Kombucha Drink (Raw)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/kombucha/?attribute_size=400ml","","","22/02/2015","22/02/2015","Variation","","No","No","No","120","","","","","","","","","","","","Others","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","482","760079302114","Kombucha Drink (Raw & Unpasteurized)","kombucha","http://sattvicfoods.in/product/kombucha/","http://sattvicfoods.in/product/kombucha/","<h1><strong>What is Kombucha?</strong></h1>
Known as the “Immortal Health Elixir” by the Chinese and originating in the Far East around 2,000 years ago, kombucha is a beverage with <strong><a href=""http://draxe.com/5-health-benefits-of-kombucha/"">tremendous health benefits</a></strong>.

Kombucha contains<b> b-vitamins</b>, <b>enzymes, <a href=""http://draxe.com/probiotics-benefits-foods-supplements/"">probiotics</a></b> and a high concentration of acid (<b>acetic, gluconic, and lactic</b>), which have the following effects:
<ul>
	<li>Improving Digestion</li>
	<li>Weight Loss</li>
	<li>Increasing Energy</li>
	<li>Cleansing and Detoxification</li>
	<li>Immune Support</li>
	<li>Reduces Joint Pain</li>
	<li>Cancer Prevention</li>
</ul>
A solution of Black tea with cane sugar is fermented by bacteria and yeast and is commonly known as a<b>“</b><b>SCOBY</b><b>”</b> (symbiotic colony of bacteria and yeast).

<strong>Beneficial Probiotics in Kombucha </strong>
<ul>
	<li><i>Gluconacetobacter</i> (>85%)</li>
	<li><i>Acetobacter</i> (<2%)</li>
	<li><i>Lactobacillus</i> (up to 30%)</li>
	<li><i>Zygosaccharomyces</i> (>95%)</li>
</ul>
<img class=""wp-image-9373 aligncenter pinthis"" title=""7 Health Benefits of Kombucha Infograph"" src=""http://draxe.com/wp-content/uploads/2014/02/7-Benefits-of-Kombucha.jpg"" alt=""7 Health Benefits of Kombucha Infograph"" width=""735"" height=""965"" />

<hr />

<h3><b>7 Kombucha Health Benefits</b></h3>

<hr />

<b>#1 Detoxification</b> – The detoxifying capacity of kombucha is immense. A perfect example has been observed in its ability to counteract liver cell toxicity.

<hr />

<b><img class=""alignleft size-thumbnail wp-image-21374"" src=""http://draxe.com/wp-content/uploads/2014/02/Digestive-System-232x224.jpg"" alt=""Digestive system"" width=""232"" height=""224"" />#2 </b><b>Digestion</b> – Naturally the antioxidant prowess of this ancient tea counteracts free radicals that create problems in the digestive system. However, the greatest reason kombucha supports digestion is because of its high levels of beneficial acid, <a href=""http://draxe.com/top-10-probiotics/"">probiotics</a> and enzymes.

Kombucha’s is able to prevent and heal <a href=""http://draxe.com/leaky-gut-syndrome-natural-cures/"">leaky gut</a> and stomach ulcers. No surprise to us, it was proven to be as effective as prescription drugs.

<hr />

<b>#3 Energy</b> – Kombucha’s ability to invigorate people has been credited to the formation of iron that is released from the black tea during the fermentation process.  It also contains some caffeine and b-vitamins, which can energize the body.

Through a special process known as <i>chelation</i>, the iron released helps to boost blood hemoglobin, improving oxygen supply to tissues and stimulating the energy producing process at the cellular level. In other words, by helping the body create more energy (ATP), the ancient tea can help those who regularly drink stay energized for extended periods of time.

<hr />

<b>#4 Immune Health</b> – Clinically proven to decrease oxidative stress and related immuno-suppression, a powerful antioxidant known as <i>D-saccharic acid-1, 4-lactone</i> (DSL) has been discovered during the kombucha fermentation process that is not found in black tea alone. Also, we know the probiotics found in kombucha support the immune system.

<hr />

<b><img class=""alignright size-thumbnail wp-image-21373"" src=""http://draxe.com/wp-content/uploads/2014/02/Healthy-Joints-e1418447672180-232x224.jpg"" alt=""Joint Health"" width=""232"" height=""224"" />#5 Joint Care</b> – Kombucha can help heal, repair and prevent <a href=""http://draxe.com/4-ways-to-naturally-reduce-joint-pain/"">joint damage</a> in a number of ways. Kombucha is loaded with glucosamines, which increase synovial hyaluronic acid production. This supports the preservation of collagen and prevents arthritic pain. In the same way it supports joint collagen it can also support collagen of the entire body and reduce the appearance of wrinkles.

<hr />

<b>#6 Cancer Prevention</b> – Kombucha has also been proven beneficial for <a href=""http://draxe.com/cancer-natural-remedies/"">cancer</a> prevention and recovery.  A study published in <i>Cancer Letters</i> found that by consuming glucaric acid found in kombucha reduced the risk of cancer in humans.

<hr />

<div id=""mydiv-10623"" class=""mydiv""><img class=""size-thumbnail wp-image-10623 alignleft"" src=""http://draxe.com/wp-content/uploads/2011/04/bigstock-Weight-Loss-Blue-Measuring-Ta-54368618-232x224.jpg"" alt=""Weight Loss"" width=""232"" height=""224"" /></div>
<b>#7 Weight Loss</b> – Data from a study in 2005 showed evidence that kombucha can improve metabolism and limit fat accumulation.

&nbsp;

&nbsp;

&nbsp;
<h2>Caution</h2>
<strong>Women who are pregnant or nursing-</strong>

While kombucha hasn’t been studied much at all in pregnant women, there is always concern that pregnant women should not consume alcohol or caffeine, both of which are present in kombucha in small amounts. Before more formal research is conducted showing that it’s completely safe, pregnant women are advised to air on the safe side and avoid kombucha.

<strong>Those who cannot tolerate even low levels of sugar, caffeine or alcohol-</strong>

Kombucha is brewed using black sea and sugar, which when fermented turn into alcohol is very small amounts (only about 1% of kombucha is believed to be alcohol). For people with existing diabetes, kombucha likely won’t cause much of a problem considering it is very low in sugar (about 2 grams per 8 oz.) but it’s worth being careful about and monitoring blood sugar levels and related symptoms. For those with digestive problems like IBS or anxiety disorders, the low level of caffeine in kombucha is also something to be conscious of, since caffeine can sometimes aggravate these conditions.
<head>
<style type=""text/css"">
.label {
    font-size: 19px;
    font-weight: bold;
    line-height: 3;
    text-align: center;
    white-space: nowrap;
    color: #4CAF7B;
</style>
</head>","Since 221 BC Kombucha has become known as “The remedy for immortality”, now get our Kombucha made by Independent brewers locally in Goa.

Kombucha contains b-vitamins, probiotics and a host of other healthy enzymes","22/02/2015","13/08/2015","Simple Product","Catalog & Search","No","No","No","120","","","","","","","","","","","","Others","Gluten-free|Raw|Vata|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/02/IMG_6505.jpg","480","Taxable","",,,,"","","Standard","No","","Out of Stock","No","Yes","","","","","","Trash","Closed","0","","","","","","","","",,,"","","","","",""
"760079302145","477","","Variation #477 of Himalayan Apple Cider Vinegar","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/himalayan-apple-cider-vinegar/?attribute_size=250+ml","","","22/02/2015","22/02/2015","Variation","","No","No","No","300","","","","","","","","","","","","Others","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"760079302145","476","","Variation #476 of Himalayan Apple Cider Vinegar","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/himalayan-apple-cider-vinegar/?attribute_size=500ml","","","22/02/2015","22/02/2015","Variation","","No","No","No","550","","","","","","","","","","","","Others","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"","475","760079302145","Himalayan Apple Cider Vinegar","himalayan-apple-cider-vinegar","http://sattvicfoods.in/product/himalayan-apple-cider-vinegar/","http://sattvicfoods.in/product/himalayan-apple-cider-vinegar/","<h4>Why buy our Apple Cider Vinegar</h4>
<ul>
	<li class=""entry-content"">We use only fresh Organic Himalayan apples</li>
	<li class=""entry-content"">It's unfiltered and also contains “mother,” strands of proteins, enzymes and friendly bacteria that give the product a murky, cobweb-like appearance</li>
	<li class=""entry-content"">Brewed by traditional Ayurveda practitioners ours has a balanced pH unlike others that may be extremely acidic.</li>
</ul>
&nbsp;
<h4>How to Use Apple Cider Vinegar</h4>
<ul>
	<li>The best way to incorporate it into your diet is to use it in your cooking… for salad dressings, mayonnaise and that sort of thing.</li>
	<li>It can also be used as a food preservative.</li>
	<li>It has amazing benefits on the skin and hair. It can be used for antifungal treatment and even to cure dandruff.</li>
</ul>
&nbsp;

You can read more about the health benefits and uses of Apple Cider Vinegar <a href=""http://authoritynutrition.com/6-proven-health-benefits-of-apple-cider-vinegar/"">here</a>
<div class=""entry-content""></div>
<head>
<style type=""text/css"">
.label {
    font-size: 19px;
    font-weight: bold;
    line-height: 3;
    text-align: center;
    white-space: nowrap;
    color: #4CAF7B;
</style>
</head>","Made from Organic Himalayan Apples, brewed in Himachal Pradesh by traditional Ayurveda practitioners.","22/02/2015","13/08/2015","Variable","Catalog & Search","Yes","No","No","300","","","","","","","","","","","","Others","Gluten-free|Raw|Vata|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/02/Himalayan-Apple-Cider-Vinegar.jpg","619|587|589","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","760079302145","","","","Publish","Closed","0","","","","Food, Beverages & Tobacco > Food Items > Condiments & Sauces","Food, Beverages & Tobacco > Food Items > Condiments & Sauces","760079302145","","",,,"250 ml","Apple Cider Vinegar","Seeking Apple Cider Vinegar for its health benefits? None could be Tastier or Healthier than our exclusive Himalayan Apple Cider Vinegar brewed in Himachal","Himalayan Apple Cider Vinegar","",""
"760079302091","438","","Variation #438 of Protein Bhel (Wheat-free & Rice-free)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/protein-bhel/?attribute_size=200+g","","","21/01/2015","21/01/2015","Variation","","No","No","No","200","","","","","","","","","","","","Snacks","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","436","760079302091","Protein Bhel (Wheat-free & Rice-free)","protein-bhel","http://sattvicfoods.in/product/protein-bhel/","http://sattvicfoods.in/product/protein-bhel/","<p data-dmc=""summary"">Don't we all just love Bhel? For years we were thinking to ourselves if there was a healthier way to enjoy the same goodness of this delicious chaat without overloading on the Carbs.</p>
<p data-dmc=""summary"">And we finally did it, a dry bhel without rice or wheat that you can enjoy guilt free. Flavoured with our own proprietary dehydrated spices this bhel is made with popped amaranth, ragi chips and a light fine sev.</p>
<p data-dmc=""summary"">This irresistible snack will be hard to put down. And so we only made it in a family size bag that you can share or just secretly devour alone.</p>
<p data-dmc=""summary"">Nutritionally it has higher Protein, Fiber and much fewer carbohydrates.</p>

<h3>Ingredients</h3>
INGREDIENTS: Popped Amaranth, Ragi Chips (Ragi Flour, Tapioca, Udad, Salt, Spices), Sev (Chana flour, Oil, Salt), Mild Dehydrated Spices
<div class=""sharedaddy sd-sharing-enabled""></div>
<head>
<style type=""text/css"">
.label {
    font-size: 19px;
    font-weight: bold;
    line-height: 3;
    text-align: center;
    white-space: nowrap;
    color: #4CAF7B;
</style>
</head>","","21/01/2015","13/08/2015","Variable","Catalog & Search","No","No","No","200","","","","","","","","","","","","Snacks","Fiber|Protein|Vata|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/01/IMG_6379.jpg","441|440","Taxable","",,,,"","","Standard","Yes","","In Stock","No","Yes","","","","","","Trash","Closed","0","","","","","","","","",,,"","","","","",""
"760079302084","412","","Variation #412 of Roasted Cocoa Nibs (Fair Trade)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/roasted-cocoa-nibs/?attribute_size=100+g","","","15/01/2015","15/01/2015","Variation","","No","No","No","250","","","","","","","","","","","","Cocoa","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"760079302084","411","","Variation #411 of Roasted Cocoa Nibs (Fair Trade)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/roasted-cocoa-nibs/?attribute_size=500+g","","","15/01/2015","15/01/2015","Variation","","No","No","No","1000","","","","","","","","","","","","Cocoa","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"","410","760079302084","Roasted Cocoa Nibs (Fair Trade)","roasted-cocoa-nibs","http://sattvicfoods.in/product/roasted-cocoa-nibs/","http://sattvicfoods.in/product/roasted-cocoa-nibs/","<header class=""entry-header"">If you enjoy the bitterness of Cocoa or you want to make Chocolate, this is for you.</header><header class=""entry-header""></header><header class=""entry-header""><strong>Source:</strong> Our Cocoa Nibs are sourced from a small family enterprise in Kerala that carefully selects and processes only the highest quality beans.</header><header class=""entry-header""></header><header class=""entry-header"">Cocoa nibs are cocoa beans that have been roasted, separated from their husks and broken into smaller pieces. Cocoa nibs can be eaten as a snack or added to baked goods and other dishes for an added crunch and or a strong chocolaty flavor.</header><header class=""entry-header""></header><header class=""entry-header"">These flavorful little pieces also have great nutritional value.</header><header class=""entry-header"">One serving (27g) of cocoa nibs contains 130 calories, 13 grams of fat, 10 grams of carbohydrates and 3 grams of protein. They are a one of the best dietary sources of magnesium as well as a good source of calcium, iron, copper, zinc and potassium.</header><header class=""entry-header""></header><header class=""entry-header"">Cocoa nibs contain 272 milligrams of magnesium per 100 grams. Magnesium is an important mineral that many people are known to be deficient in. It cannot be produced by the body, and therefore, must be obtained through food sources or supplements. Cocoa nibs are a delicious way to meet the dietary requirements for this important nutrient.Studies show that cocoa nibs<strong> have higher antioxidant levels than blueberries, red wine and green tea</strong>. The antioxidants in cocoa nibs are also more stable than in other foods and are easy for the body to assimilate.<b>Health Benefits</b><strong>Energy Boost:</strong> Cocoa nibs contain a substance called theobromine, a central nervous system stimulant that has a similar, though less powerful, stimulating effect as caffeine. It may give you a healthy energy boost if you're feeling low during the day.

<strong>Mood Elevators:</strong> Cocoa contains tryptophan, an essential amino acid required for the production of the neurotransmitter serotonin. Enhanced serotonin levels can quell anxiety and enhance mood. Eating cocoa also helps to release endorphins, the body’s natural opiates. Endorphins are what give runners that natural high. Eating cocoa can have a similar effect and may explain why some people become self proclaimed chocoholics.

<strong>Appetite Control:</strong> Coco contains chromium an important mineral for stabilizing blood sugar and reducing appetite.

<strong>Improve Circulation:</strong> Cocoa is a great source of flavanols, powerful antioxidants that play an important role in circulation. Flavanols help to prevent clogged arteries by helping to stop fatty acids from oxidizing in the bloodstream. Flavanols also help make blood platelets less sticky, which reduces the risk of blood clots, heart attacks and strokes.

<strong>Improve Cholesterol Levels:</strong> Cocoa contains healthy monounsaturated fats. The same fats found in olive oil. These healthy fats have been shown to raise good cholesterol (HDL) levels.

&nbsp;

&nbsp;

</header>
<head>
<style type=""text/css"">
.label {
    font-size: 19px;
    font-weight: bold;
    line-height: 3;
    text-align: center;
    white-space: nowrap;
    color: #4CAF7B;
</style>
</head>","","15/01/2015","13/07/2015","Variable","Catalog & Search","No","No","No","250","","","","","","","","","","","","Cocoa","Gluten-free|Kapha|Oil-free|Salt-free|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/01/Roasted-cocoa-nibs.jpg","415|413","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"753807915991","408","","Variation #408 of Rich Dark Cocoa Powder (Dutch-processed)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/rich-dark-cocoa-powder/?attribute_size=100+g","","","15/01/2015","15/01/2015","Variation","","No","No","No","200","","","","","","","","","","","","Cocoa","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"753807915991","407","","Variation #407 of Rich Dark Cocoa Powder (Dutch-processed)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/rich-dark-cocoa-powder/?attribute_size=500+g","","","15/01/2015","15/01/2015","Variation","","No","No","No","800","","","","","","","","","","","","Cocoa","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"","406","753807915991","Rich Dark Cocoa Powder (Dutch-processed)","rich-dark-cocoa-powder","http://sattvicfoods.in/product/rich-dark-cocoa-powder/","http://sattvicfoods.in/product/rich-dark-cocoa-powder/","<header class=""entry-header"">
<p class=""p1"">Now who doesn't love Cocoa powder? Whether it is in hot chocolate or for desserts. Try our delicious Dutch-processed cocoa powder with 20-22% cocoa butter. Dutch processed cocoa is relatively much darker and stronger than regular cocoa powder and we left some cocoa butter in there to give a buttery delicious taste to your drinks or desserts.</p>
<p class=""p1""><strong>Source:</strong> Our Cocoa is sourced from a small family enterprise in Kerala that carefully selects and processes only the highest quality beans.</p>
It’s stabilized and unsweetened and suitable for baking as well as drinking. Our rich dark cocoa powder is guaranteed to turn your smoothies and healthy desserts into a masterpiece. The colour and flavour is so rich that you will never buy ordinary cocoa powder again.

</header><header class=""entry-header""><section class=""article-section"">A 2 tbsp. serving of cocoa contains just 25 calories and 1.5 g of fat. It also provides you with 3.6 g of fiber, which is 14 percent of the daily value, and 8 percent of the daily value of iron and 14 percent of the daily value of magnesium.</section><section class=""article-section""></section><section class=""article-section""><strong>Cocoa Benefits</strong></section><section class=""article-section""></section><section class=""article-section"">
<p class=""header""><strong><span data-dmc=""section-headline"">Cocoa Antidepressant Effects: </span></strong>Cocoa may also have the ability to boost endorphins, which act as natural “happy” opiates and are responsible for the highs that are often felt after exercising, laughing, having sex or winning the lottery.</p>

</section><section class=""article-section"">
<p class=""header""><strong><span data-dmc=""section-headline"">Cocoa and Antioxidants: </span></strong>Cocoa contains approximately 43.6 mg of flavonoids per gram. Flavonoids are part of a powerful group of antioxidants known as polyphenols, and according to <a href=""http://www.medicalnewstoday.com/articles/65046.php"">Medical News Today,</a> cocoa is one of the highest polyphenol-containing foods.</p>
<p class=""header"">In addition, <strong>hot cocoa contains more antioxidants per cup than a serving of red wine or tea</strong>. Science Daily also states that drinking cocoa may help to fight cancer, heart disease and aging through its antioxidant boosting effect.</p>

</section></header>
<head>
<style type=""text/css"">
.label {
    font-size: 19px;
    font-weight: bold;
    line-height: 3;
    text-align: center;
    white-space: nowrap;
    color: #4CAF7B;
</style>
</head>","","15/01/2015","13/07/2015","Variable","Catalog & Search","No","No","No","200","","","","","","","","","","","","Cocoa","Gluten-free|Kapha|Oil-free|Salt-free|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/01/20140627-cocoapowder4-marissa-sertich-velie-Edit.jpg","416|409","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"881314327331","404","","Variation #404 of Cold Pressed Flaxseed Oil (with OMEGA-3)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/cold-pressed-flaxseed-oil/?attribute_size=250+ml","","","15/01/2015","15/01/2015","Variation","","No","No","No","350","","","","","","","","","","","","Oils","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"881314327331","403","","Variation #403 of Cold Pressed Flaxseed Oil (with OMEGA-3)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/cold-pressed-flaxseed-oil/?attribute_size=500ml","","","15/01/2015","15/01/2015","Variation","","No","No","No","600","","","","","","","","","","","","Oils","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"","402","881314327331","Cold Pressed Flaxseed Oil (with OMEGA-3)","cold-pressed-flaxseed-oil","http://sattvicfoods.in/product/cold-pressed-flaxseed-oil/","http://sattvicfoods.in/product/cold-pressed-flaxseed-oil/","<h3>About our Cold Pressed Flaxseed oil</h3>
Flaxseed Oil is nature's richest source of omega-3 fatty acids and thus highly recommended for your general well being and whole body nutrition. For vegetarians, it is one-of-the-only sources of plant omega-3 fatty acids.

Today flaxseeds, seeds of the flax plant, are best known for the oil that is obtained by pressing them. The slender flax plant boasts a long history as a herb that heals. After all, flax has been cultivated for over 7000 years. This highly therapeutic oil has over its long history earned a solid reputation for treating a range of illnesses.

The essential fatty acids (Omega oils) are one of its key healing components. Our bodies need them to function properly, but can't manufacture them on their own. Essential fatty acids (EFAs) work throughout the body protecting cell membranes, thereby maintaining their efficiency at permitting healthy substances and barring any unhealthy ones.
<h3>Ingredients</h3>
Cold Pressed Flaxseed oil
<h3>Why buy our Cold Pressed Flaxseed oil?</h3>
<ul>
	<li>Our Flaxseed Oil is Cold-pressed which means no heat treatment is used in the extraction process; thereby preserving all nutrients.</li>
	<li>Source of Omega - 3, an important component of our cell membranes</li>
</ul>
<h3>How to use Cold Pressed Flaxseed oil</h3>
Consume 1 tbsp before your meal. Can be taken one to three times daily.

Use in Baking/Cooking

Add to your Salad dressing

Add to your Smoothies

&nbsp;

To know more about the health benefits of cold pressed flaxseed oil <a href=""http://www.globalhealingcenter.com/natural-health/the-health-benefits-of-flaxseed-oil/"">http://www.globalhealingcenter.com/natural-health/the-health-benefits-of-flaxseed-oil/</a>","","15/01/2015","24/08/2015","Variable","Catalog & Search","No","No","No","350","","","","","","","","","","","","Oils","Gluten-free|Kapha|Paleo|Raw|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/01/FlaxSeedOil__min.png","417","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","Flaxseed Oil","Flaxseed is a great source of plant omega-3 fatty acids and the only source of these fatty acids for vegetarians.","Buy Flaxseed Oil | Cold Pressed | Sattvic Foods India","",""
"760079302022","400","","Variation #400 of Extra Virgin Coconut Oil (Cholesterol Free)","product-398-variation-2","http://sattvicfoods.in/product_variation/product-398-variation-2/","http://sattvicfoods.in/product/extra-virgin-coconut-oil/?attribute_size=500ml","","","15/01/2015","15/01/2015","Variation","","No","No","No","400","","","","","","","","","","","","Oils","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"760079302022","399","","Variation #399 of Extra Virgin Coconut Oil (Cholesterol Free)","product-398-variation","http://sattvicfoods.in/product_variation/product-398-variation/","http://sattvicfoods.in/product/extra-virgin-coconut-oil/?attribute_size=200+ml","","","15/01/2015","15/01/2015","Variation","","No","No","No","200","","","","","","","","","","","","Oils","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","398","760079302022","Extra Virgin Coconut Oil (Cholesterol Free)","extra-virgin-coconut-oil","http://sattvicfoods.in/product/extra-virgin-coconut-oil/","http://sattvicfoods.in/product/extra-virgin-coconut-oil/","<strong>Source:</strong> Small and independent family enterprises in Kerala.
<h4><strong>Our Coconut Oil is:</strong></h4>
<strong>Extra Virgin: </strong>This coconut oil is extracted from the fresh coconut meats (without chemical processes) and considered to be the mother of all oils. Coconuts are deshelled followed by paring and dewatering and then passed through a cutter and hydraulic press to extract fresh coconut milk. The coconut milk is filtered and passed through a high speed centrifuge wherein the coconut oil gets separated from the coconut milk.

<strong>Pure White:</strong> Not refined, deodorized, or bleached! Savor its naturally rich aroma and enticing light taste.

<strong>Natural:</strong> So it's free from pesticides, GMOs, and hexane.

<strong>Versatile:</strong> Ideal as a high-heat cooking oil (up to 350°), a healthy substitute for shortening in baking, a ""better-than-butter"" replacement on bread, vegetables, or popcorn.

&nbsp;
<head>
<style type=""text/css"">
.label {
    font-size: 19px;
    font-weight: bold;
    line-height: 3;
    text-align: center;
    white-space: nowrap;
    color: #4CAF7B;
</style>
</head>","Centrifuge processed from fresh Coconut meats, the best tasting and most premium quality of Indian Coconut Oil and one of the healthiest oils in the world.","15/01/2015","13/07/2015","Variable","Catalog & Search","No","No","No","200","","","","","","","","","","","","Oils","Gluten-free|Paleo|Pitta|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/01/IMG_62691.jpg","418","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","Virgin Coconut Oil","Our Extra Virgin Coconut Oil is Extracted and Centrifuge processed from fresh coconut meats. Sourced from Kerala, it is the most premium of all oils.","Virgin Coconut Oil (Cholesterol free)","",""
"760079302039","366","","Variation #366 of Wild Chia Seeds (Tribal Hand-picked)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/wild-chia-seeds/?attribute_size=125+g","","","15/01/2015","15/01/2015","Variation","","No","No","No","400","","","","","","","","","","","","Seeds|Supplements","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"760079302039","365","","Variation #365 of Wild Chia Seeds (Tribal Hand-picked)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/wild-chia-seeds/?attribute_size=500+g","","","15/01/2015","15/01/2015","Variation","","No","No","No","2500","","","","","","","","","","","","Seeds|Supplements","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"","364","760079302039","Wild Chia Seeds (Tribal Hand-picked)","wild-chia-seeds","http://sattvicfoods.in/product/wild-chia-seeds/","http://sattvicfoods.in/product/wild-chia-seeds/","Wild Chia seeds are one of the new top superfoods to become popular during the last decade and now their many nutritional benefits are catching up to a much wider audience. It used as a food, in their religious ceremonies and fed it to their animals. Most every health conscious person these days knows about chia and how they can be a great dietary adjunct to supporting long term health.
<h3>Source of Our Wild Chia Seeds</h3>
From the Forests of  Uttaranchal, get the best tasting wild Indian chia seeds. Hand picked by tribal women villagers these seeds are considered to have the highest nutritional value and used in traditional Ayurveda.
<h3>About Our Wild Chia Seeds</h3>
These seeds are considered a perfect food because they are one of the few vegetarian sources of complete protein. They're great in smoothies, baking and sauces. Our Wild Chia seeds are small in size, belongs to the species of mint family, are mottle in brown,  black colors.
<h3>Ingredients</h3>
Wild Chia Seeds
<h3>Why Buy Our Wild Chia Seeds</h3>
Our Wild Chia seeds are gluten free, easy to digest and don’t have to be ground like flax seeds for better absorption. These seeds are small in size. These seeds boost athletic power.
<h3>How to use Wild Chia Seeds</h3>
<ul>
	<li>Add to your fruit juice or lime water</li>
	<li>These Chia seeds can be added to egg white omelets , can be put on salads .</li>
	<li>Add them to protein shakes</li>
	<li> Sprinkle them into cereals or mix them in yogurt , oatmeal ,pancakes and cookies .</li>
	<li>Add to  vegetables, salad and cut fruits.</li>
	<li>Blend chia into your milk shakes along with other nuts and fruits.</li>
	<li>Add grounded chia seeds into you chapatti dough.</li>
</ul>
Read more about<a href=""http://sattvicfoods.in/products/health-benefits-of-wild-chia-seeds"" target=""_blank""> Health Benefits of Wild Chia Seeds</a>

&nbsp;","","15/01/2015","22/08/2015","Variable","Catalog & Search","No","No","No","400","","","","","","","","","","","","Seeds|Supplements","Fiber|Gluten-free|Omega-3|Paleo|Protein|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/01/SF-Chia.jpg","362","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","Chia Seeds","Our Wild Chia seeds are gluten free, easy to digest and don’t have to be ground like flax seeds for better absorption. These seeds boost athletic power.","Buy Chia Seeds | Wild | Tribal sourced | Sattvic Foods India","",""
